,title,director,writers,top_5_billed,rotten_tomato_rating,audience_rating
117,Warcraft,['Duncan Jones'],"['Duncan Jones', ' Charles Leavitt']","['Travis Fimmel ', 'Ben Foster ', 'Dominic Cooper ', '', '']",28,76
118,The Irishman,['Martin Scorsese'],['Steven Zaillian'],"['Robert De Niro ', 'Al Pacino ', 'Joe Pesci ', 'Jesse Plemons ', 'Bobby Cannavale ']",96,86
119,Deepwater Horizon,['Peter Berg'],"['Matthew Michael Carnahan', ' Matthew Sand']","['Mark Wahlberg ', 'Kurt Russell ', 'John Malkovich ', 'Gina Rodriguez ', 'Kate Hudson ']",83,82
120,Terminator: Genisys,['Alan Taylor'],"['Alan Taylor', ' Laeta Kalogridis', ' Patrick Lussier']","['Emilia Clarke ', 'Jason Clarke ', 'Jai Courtney ', 'Arnold Schwarzenegger ', '']",27,53
121,Pacific Rim: Uprising,['Steven S. DeKnight'],"['Emily Carmichael', ' Kira Snyder', ' Steven S. DeKnight', ' T.S. Nowlin']","['John Boyega ', 'Scott Eastwood ', 'Tian Jing ', 'Cailee Spaeny ', 'Rinko Kikuchi ']",43,38
122,Alexander,['Oliver Stone'],"['Oliver Stone', ' Christopher Kyle', ' Laeta Kalogridis']","['Colin Farrell ', 'Angelina Jolie ', 'Val Kilmer ', 'Anthony Hopkins ', 'Rosario Dawson ']",16,35
123,War for the Planet of the Apes,['Matt Reeves'],"['Mark Bomback', ' Matt Reeves']","['Andy Serkis ', 'Woody Harrelson ', 'Steve Zahn ', 'Toby Kebbell ', 'Gabriel Chavarria ']",94,84
124,Frozen II,"['Jennifer Lee', ' Chris Buck']",['Jennifer Lee'],"['Kristen Bell ', 'Idina Menzel ', 'Josh Gad ', 'Sterling K. Brown ', 'Evan Rachel Wood ']",77,92
125,Wonder Woman,['Lauren Montgomery'],['Michael Jelenic'],"['Keri Russell ', 'Nathan Fillion ', 'Alfred Molina ', 'Rosario Dawson ', 'Virginia Madsen ']",82,78
126,Frozen,"['Xiaoshuai Wang', ' Wu Ming']","['Xiaoshuai Wang', ' Ming Pang']","['Jia Hongshen ', 'Ma Ziaoquing ', 'Xiaoqing MaYu BaiGeng LiYefu BaiYongning ZhangQu LixinJie LiuView All ']",56,57
127,Zootopia,"['Byron Howard', ' Rich Moore', ' Jared Bush']","['Jared Bush', ' Phil Johnston']","['Ginnifer Goodwin ', 'Jason Bateman ', 'Idris Elba ', 'Jenny Slate ', 'Nate Torrence ']",98,92
128,Harry Potter and the Order of the Phoenix,['David Yates (II)'],['Michael Goldenberg'],"['Daniel Radcliffe ', 'Rupert Grint ', 'Emma Watson ', 'Michael Gambon ', 'Ralph Fiennes ']",78,81
129,Harry Potter and the Goblet of Fire,['Mike Newell'],['Steve Kloves'],"['Daniel Radcliffe ', 'Rupert Grint ', 'Emma Watson ', 'Robbie Coltrane ', 'Ralph Fiennes ']",88,74
130,The Matrix Reloaded,"['Lana Wachowski', ' Lilly Wachowski']","['Lilly Wachowski', ' Lana Wachowski']","['Keanu Reeves ', 'Laurence Fishburne ', 'Carrie-Anne Moss ', 'Hugo Weaving ', 'Monica Bellucci ']",73,72
131,I am Legend,['Francis Lawrence'],"['Mark Protosevich', ' Tracy Torme', ' John Logan', ' Akiva Goldsman']","['Will Smith ', 'Alice Braga ', 'Salli Richardson-Whitfield ', 'Charlie Tahan ', 'Willow Smith ']",68,68
132,Hancock,['Peter Berg'],"['Vince Gilligan', ' Vy Vincent Ngo']","['Will Smith ', 'Charlize Theron ', 'Jason Bateman ', 'Eddie Marsan ', 'Johnny Galecki ']",41,59
133,Charlie and the Chocolate Factory,['Tim Burton'],"['Roald Dahl', ' John August']","['Johnny Depp ', 'Freddie Highmore ', 'David Kelly ', 'Helena Bonham Carter ', 'Noah Taylor ']",83,51
134,Ratatouille,"['Jan Pinkava', ' Brad Bird']",['Brad Bird'],"['Patton Oswalt ', 'Brad Garrett ', 'Ian Holm ', 'Lou Romano ', 'Brian Dennehy ']",96,87
135,Thor: The Dark World,['Alan Taylor'],"['Stephen McFeely', ' Christopher Yost', ' Christopher Markus']","['Chris Hemsworth ', 'Natalie Portman ', 'Tom Hiddleston ', 'Stellan Skarsgård ', 'Idris Elba ']",66,76
136,Batman Begins,['Christopher Nolan'],"['Christopher Nolan', ' David S. Goyer']","['Christian Bale ', 'Michael Caine ', 'Liam Neeson ', 'Katie Holmes ', 'Gary Oldman ']",84,94
137,Thor,['Kenneth Branagh'],"['Ashley Edward Miller', ' Mark Protosevich', ' Don Payne', ' Kenneth Branagh', ' Zack Stentz']","['Chris Hemsworth ', 'Natalie Portman ', 'Anthony Hopkins ', 'Tom Hiddleston ', 'Stellan Skarsgård ']",77,76
138,Madagascar: Escape 2 Africa,"['Tom McGrath', ' Eric Darnell']","['Etan Cohen', ' Eric Darnell', ' Tom McGrath']","['Ben Stiller ', 'Chris Rock ', 'David Schwimmer ', 'Jada Pinkett Smith ', 'Sacha Baron Cohen ']",64,66
139,Mad Max: Fury Road,['George Miller'],"['Brendan McCarthy', ' Nick Lathouris', ' George Miller']","['Tom Hardy ', 'Charlize Theron ', 'Nicholas Hoult ', 'Rosie Huntington-Whiteley ', 'Zoë Kravitz ']",97,85
140,The Matrix Revolutions,"['Lana Wachowski', ' Lilly Wachowski']","['Lana Wachowski', ' Lilly Wachowski']","['Keanu Reeves ', 'Laurence Fishburne ', 'Carrie-Anne Moss ', 'Nona Gaye ', 'Clayton Watson ']",35,60
141,Ready Player One,['Steven Spielberg'],"['Zak Penn', ' Ernest Cline']","['Tye Sheridan ', 'Olivia Cooke ', 'Ben Mendelsohn ', 'Simon Pegg ', 'T.J. MillerHannah John-Kamen ']",72,77
142,Chicken Little,['Mark Dindal'],"['Steve Bencich', ' Ron J. Friedman', ' Ron Anderson']","['Zach Braff ', 'Garry Marshall ', 'Patrick Stewart ', 'Joan Cusack ', 'Amy Sedaris ']",37,47
143,Troy,['Wolfgang Petersen'],"['Wolfgang Petersen', ' David Benioff']","['Brad Pitt ', 'Eric Bana ', '', 'Paris', 'Helena, ']",54,73
144,Bee Movie,"['Simon Smith', ' Simon J. Smith', ' Steve Hickner', ' Stephen Hickner']","['Spike Feresten', ' Jerry Seinfeld', ' Barry Marder', ' Andy Robin', ' Chuck Martin', ' Tom Papa']","['Jerry Seinfeld ', 'Renée Zellweger ', 'Matthew Broderick ', 'Patrick Warburton ', 'John Goodman ']",50,53
145,Bolt,"['Byron Howard', ' Chris Williams (IX) ']","['Chris Williams (IX) ', ' Dan Fogelman']","['John Travolta ', 'Malcolm McDowell ', 'Mark Walton ', 'Miley Cyrus ', 'Susie Essman ']",89,74
146,Beowulf,['Robert Zemeckis'],"['Neil Gaiman', ' Roger Avary']","['Ray Winstone ', 'Anthony Hopkins ', 'John Malkovich ', 'Robin Wright ', 'Angelina Jolie ']",71,50
147,Dark Shadows,['Tim Burton'],['Seth Grahame-Smith'],"['Johnny Depp ', 'Helena Bonham Carter ', 'Chloë Grace Moretz', 'Eva Green ', 'Gulliver McGrath ']",36,46
148,White House Down,['Roland Emmerich'],"['Roland Emmerich', ' James Vanderbilt']","['Channing Tatum ', 'Jamie Foxx ', 'Maggie Gyllenhaal ', 'Jason Clarke ', 'Richard Jenkins ']",52,62
149,Mars Needs Moms,['Simon Wells'],"['Simon Wells', ' Wendy Wells']","['Seth Green ', 'Elisabeth Harnois ', 'Tom Everett Scott ', 'Mindy Sterling ', 'Kevin Cahoon ']",37,40
150,Flushed Away,"['David Bowers', ' Sam Fell']","['Sam Fell', ' Peter Lord', ' Dick Clement', ' Ian La Frenais', ' Christopher Lloyd', ' Joe Keenan', ' William Davies', ' Chris Lloyd']","['Hugh Jackman ', 'Kate Winslet ', 'Ian McKellen ', 'Jean Reno ', 'Bill Nighy ']",73,65
151,How to Train Your Dragon 2,['Dean DeBlois'],['Dean DeBlois'],"['Jay Baruchel ', 'Gerard Butler ', 'America Ferrera ', 'Jonah Hill ', 'Christopher Mintz-Plasse ']",91,90
152,Tarzan,"['Chris Buck', ' Kevin Lima']","['Tab Murphy', ' Noni White', ' Bob Tzudiker']","['Tony Goldwyn ', 'Glenn Close ', 'Minnie Driver ', ""Rosie O'Donnell "", 'Lance Henriksen ']",89,75
153,Rise of the Guardians,"['William Joyce', ' Peter Ramsey', ' Peter A. Ramsey']",['David Lindsay-Abaire'],"['Alec Baldwin ', 'Jude Law ', 'Hugh Jackman ', 'Isla Fisher ', 'Chris Pine ']",74,80
154,Ghostbusters,['Ivan Reitman'],"['Harold Ramis', ' Dan Aykroyd', ' Peter Torokvei']","['Bill Murray ', 'Dan Aykroyd ', 'Harold Ramis ', 'Sigourney Weaver ', 'Ernie Hudson ']",97,88
155,Die Another Day,['Lee Tamahori'],"['Neal Purvis', ' Robert Wade']","['Pierce Brosnan ', 'Halle Berry ', 'Toby Stephens ', 'Rosamund Pike ', 'Rick Yune ']",57,41
156,Star Trek,['J.J. Abrams'],"['Gene Roddenberry', ' J.J. Abrams', ' Roberto Orci', ' Alex Kurtzman']","['Chris Pine ', 'Zachary Quinto ', 'Leonard Nimoy ', 'Karl Urban ', 'Ben Cross ']",94,91
157,Armageddon,['Michael Bay'],"['J.J. Abrams', ' Michael Bay', ' Jonathan Hensleigh', ' Tony Gilroy', ' Shane Salerno']","['Bruce Willis ', 'Billy Bob Thornton ', 'Ben Affleck ', 'Liv Tyler ', 'Keith David ']",38,73
158,Captain America: The First Avenger,['Joe Johnston'],"['Christopher Markus', ' Stephen McFeely']","['Chris Evans ', '', '', 'Red Skull', 'Peggy Carter']",80,74
159,Kung Fu Panda 3,"['Alessandro Carloni', ' Jennifer Yuh Nelson']","['Jonathan Aibel', ' Glenn Berger']","['Jack Black ', 'Angelina Jolie ', 'Kate Hudson ', 'Bryan Cranston ', 'Dustin Hoffman ']",87,78
160,Lethal Weapon 4,['Richard Donner'],"['Jonathan Lemkin', ' Channing Gibson', ' Richard Donner']","['Danny Glover ', 'Mel Gibson ', 'Chris Rock ', 'Jet Li ', 'Joe Pesci ']",53,64
161,G.I. Joe: Retaliation,['Jon M. Chu'],"['Paul Wernick', ' Rhett Reese']","['Bruce Willis ', 'Channing Tatum ', 'Dwayne Johnson ', 'D.J. Cotrona ', 'Lee Byung-hun ']",28,48
162,Fun With Dick And Jane,['Dean Parisot'],"['Judd Apatow', ' Nicholas Stoller']","['Jim Carrey ', 'Téa Leoni ', 'Alec Baldwin ', 'Richard Jenkins ', 'Angie Harmon ']",28,49
163,Gods of Egypt,['Alex Proyas'],"['Matt Sazama', ' Alex Proyas', ' Burk Sharpless']","['Gerard Butler ', 'Nikolaj Coster-Waldau ', 'Brenton Thwaites ', 'Geoffrey Rush ', 'Chadwick Boseman ']",16,37
164,Spider-Man,['Sam Raimi'],['David Koepp'],"['Tobey Maguire ', 'Kirsten Dunst ', 'Willem Dafoe ', 'James Franco ', 'Cliff Robertson ']",90,67
165,Watchmen,['Zack Snyder'],"['Alex Tse', ' David Hayter']","['Billy Crudup ', 'Jeffrey Dean Morgan ', 'Malin Akerman ', 'Matthew Goode ', 'Patrick Wilson ']",65,71
166,The Incredible Hulk,['Louis Leterrier'],"['Louis Leterrier', ' Zak Penn']","['Edward Norton ', 'Liv Tyler ', 'Tim Roth ', 'William Hurt ', 'Tim Blake Nelson ']",67,70
167,Hulk,['Ang Lee'],"['Michael France', ' James Schamus', ' John Turman', ' James Turman']","['Eric Bana ', 'Jennifer Connelly ', 'Sam Elliott ', 'Nick Nolte ', 'Josh Lucas ']",62,29
168,Final Fantasy: The Spirits Within,"['Hironobu Sakaguchi', ' Motonori Sakakibara', ' Jack Fletcher']","['Hironobu Sakaguchi', ' Al Reinert', ' Jeff Vintar']","['Ming-Na Wen ', 'Alec Baldwin ', 'Ving Rhames ', 'Steve Buscemi ', 'Peri Gilpin ']",45,48
169,"The Twilight Saga: Breaking Dawn, Part 2",['Bill Condon'],"['Bill Condon', ' Melissa Rosenberg', ' Stephenie Meyer']","['Kristen Stewart ', 'Robert Pattinson ', 'Taylor Lautner ', 'Peter Facinelli ', '']",49,70
170,The Croods,"['Chris Sanders', ' Kirk De Micco']","['Chris Sanders', ' Kirk De Micco']","['Nicolas Cage ', 'Emma Stone ', 'Ryan Reynolds ', 'Catherine Keener ', 'Clark Duke ']",71,77
171,Rango,['Gore Verbinski'],['John Logan'],"['Johnny Depp ', 'Isla Fisher ', 'Abigail Breslin ', 'Ned Beatty ', 'Alfred Molina ']",88,69
172,Master and Commander: The Far Side of the World,['Peter Weir'],"['Peter Weir', ' John Collee']","['Russell Crowe ', 'Paul Bettany ', ""James D'Arcy "", 'Edward Woodall ', 'Max Pirkis ']",85,80
173,Teenage Mutant Ninja Turtles: Out of the Shadows,['Dave Green'],"['Peter Laird', ' Kevin Eastman', ' Josh Appelbaum', ' André Nemec', ' Josh Applebaum']","['Megan Fox ', 'Will Arnett ', 'Stephen Amell ', 'Laura Linney ', 'Alan Ritchson ']",37,47
174,Happy Feet Two,"['Gary Eck', ' David Peers']","['Gary Eck', ' Warren Coleman', ' Paul Livingston']","['Elijah Wood ', 'Robin Williams ', 'Sofía Vergara ', 'P!nk ', 'Hank Azaria ']",45,61
175,Miami Vice,['Michael Mann'],['Michael Mann'],"['Colin Farrell ', 'Jamie Foxx ', 'Li Gong ', 'Naomie Harris ', 'Ciarán Hinds ']",47,43
176,The Nutcracker and the Four Realms,"['Lasse Hallstrom', ' Joe Johnston']","['Ashleigh Powell', ' Simon Beaufoy']","['Keira Knightley ', 'Mackenzie Foy ', 'Morgan Freeman ', 'Helen Mirren ', 'Matthew MacFadyen ']",32,34
177,War of the Worlds,['Steven Spielberg'],"['Josh Friedman', ' David Koepp']","['Tom Cruise ', 'Dakota Fanning ', 'Justin Chatwin ', 'Miranda Otto ', 'Tim Robbins ']",75,42
178,Penguins of Madagascar,"['J.P. Simon', ' Simon J. Smith', ' Eric Darnell']","['Alan Schoolcraft', ' Michael Colton', ' Brandon Sawyer', ' Brent Simons', ' John Aboud']","['Tom McGrath ', 'Chris Miller ', 'Christopher Knights ', 'John Malkovich ', 'Benedict Cumberbatch ']",73,63
179,The Hunger Games: Catching Fire,['Francis Lawrence'],"['Simon Beaufoy', ' Michael DeBruyn', ' Suzanne Collins']","['Jennifer Lawrence ', 'Josh Hutcherson ', 'Liam Hemsworth ', 'Woody Harrelson ', 'Donald Sutherland ']",90,89
180,Harry Potter and the Prisoner of Azkaban,['Alfonso Cuarón'],['Steve Kloves'],"['Daniel Radcliffe ', 'Emma Watson ', 'Rupert Grint ', 'David Thewlis ', 'Gary Oldman ']",90,86
181,Ant-Man and the Wasp,['Peyton Reed'],"['Gabriel Ferrari', ' Andrew Barrer', ' Erik Sommers']","['Paul Rudd ', 'Evangeline Lilly ', 'Michael Peña ', 'Walton Goggins ', 'Bobby Cannavale ']",87,75
182,Kung Fu Panda,"['John Stevenson', ' Mark Osborne']","['Jonathan Aibel', ' Glenn Berger']","['Jack Black ', 'Dustin Hoffman ', 'Angelina Jolie ', 'Ian McShane ', 'Jackie Chan ']",87,82
183,Ant-Man,['Peyton Reed'],"['Joe Cornish', ' Edgar Wright', ' Adam McKay', ' Paul Rudd', ' Stan Lee', ' Larry Lieber', ' Jack Kirby']","['Paul Rudd ', 'Michael Douglas ', 'Evangeline Lilly ', 'Corey Stoll ', 'Michael Peña ']",83,86
184,Mary Poppins Returns,['Rob Marshall'],['David Magee'],"['Emily Blunt ', 'Lin-Manuel Miranda ', 'Ben Whishaw ', 'Emily Mortimer ', 'Julie Walters ']",79,65
185,Megamind,['Tom McGrath'],"['Alan Schoolcraft', ' Brent Simons']","['Will Ferrell ', 'Brad Pitt ', 'Tina Fey ', 'Jonah Hill ', 'David Cross ']",72,72
186,Bad Boys II,['Michael Bay'],"['George Gallo', ' Ron Shelton', ' Jerry Stahl', ' Ian La Frenais', ' Cormac Wibberley', ' Marianne Wibberley']","['Will Smith ', 'Martin Lawrence ', 'Jordi Molla ', 'Gabrielle Union ', 'Peter Stormare ']",23,78
187,Rio 2,['Carlos Saldanha'],"['Carlos Saldanha', ' Don Rhymer', ' Carlos Kotkin', ' Jenny Bicks', ' Yoni Brenner']","['Anne Hathaway ', 'Jesse Eisenberg ', 'will.i.am ', 'Jamie Foxx ', 'George Lopez ']",48,58
188,Noah,['Darren Aronofsky'],"['John Logan', ' Darren Aronofsky', ' Ari Handel']","['Russell Crowe ', 'Jennifer Connelly ', 'Ray Winstone ', 'Emma Watson ', 'Anthony Hopkins ']",76,41
189,The Adventures of Tintin,['Steven Spielberg'],"['Steven Moffat', ' Joe Cornish', ' Edgar Wright']","['Jamie Bell ', 'Andy Serkis ', 'Daniel Craig ', 'Nick Frost ', 'Simon Pegg ']",74,74
190,After Earth,['M. Night Shyamalan'],"['M. Night Shyamalan', ' Gary Whitta']","['Will Smith ', '', '', '', '']",11,36
191,R.I.P.D.,['Robert Schwentke'],"['Phil Hay', ' Matt Manfredi']","['Ryan Reynolds ', 'Jeff Bridges ', 'Kevin Bacon ', 'Mary-Louise Parker ', 'Stephanie Szostak ']",13,38
192,How to Train Your Dragon: The Hidden World,['Dean DeBlois'],['Dean DeBlois'],"['Jay Baruchel ', 'America Ferrera ', 'Cate Blanchett ', 'Kit Harington ', 'Craig Ferguson ']",91,86
193,"The Twilight Saga: Breaking Dawn, Part 1",['Bill Condon'],['Melissa Rosenberg'],"['Kristen Stewart ', 'Robert Pattinson ', 'Taylor Lautner ', 'Anna Kendrick ', 'Ashley Greene ']",25,60
194,Night at the Museum: Secret of the Tomb,['Shawn Levy'],"['Michael Handelman', ' David Guion']","['Ben Stiller ', 'Robin Williams ', 'Owen Wilson ', 'Steve Coogan ', 'Ricky Gervais ']",47,57
195,Harry Potter and the Deathly Hallows: Part II,['David Yates (II)'],['Steve Kloves'],"['Daniel Radcliffe ', 'Rupert Grint ', 'Emma Watson ', 'Helena Bonham Carter ', 'Ralph Fiennes ']",96,89
196,Jumanji: The Next Level,['Jake Kasdan'],"['Jeff Pinkner', ' Jake Kasdan', ' Scott Rosenberg']","['Kevin HartDwayne JohnsonNick JonasKaren GillanMarin HinkleMadison IsemanDanny Glover ', 'Jack BlackAshley ScottAwkwafinaDanny DeVitoColin Hanks ', 'Alex Wolff ', 'Dania RamirezMorgan Turner ', 'Rory McCann ']",72,87
197,Harry Potter and the Deathly Hallows: Part I,['David Yates (II)'],['Steve Kloves'],"['Daniel Radcliffe ', 'Emma Watson ', 'Rupert Grint ', 'Helena Bonham Carter ', 'Ralph Fiennes ']",77,85
198,Fast Five,['Justin Lin'],['Chris Morgan'],"['Vin Diesel ', 'Paul Walker ', 'Jordana Brewster ', 'Dwayne Johnson ', 'Tyrese Gibson ']",77,83
199,Teenage Mutant Ninja Turtles,['Kevin Munroe'],['Kevin Munroe'],"['Chris Evans ', 'Sarah Michelle Gellar ', 'Mako ', 'Patrick Stewart ', 'Mitchell Whitfield ']",35,60
200,Sherlock Holmes: A Game of Shadows,['Guy Ritchie'],"['Kieran Mulroney', ' Michele Mulroney']","['Robert Downey Jr. ', 'Jude Law ', 'Noomi Rapace ', 'Rachel McAdams ', 'Jared Harris ']",60,77
201,The Boss Baby,['Tom McGrath'],['Michael McCullers'],"['Alec Baldwin ', 'Steve Buscemi ', 'Jimmy Kimmel ', 'Lisa Kudrow ', 'Miles Christopher Bakshi ']",53,51
202,Clash of the Titans,['Desmond Davis'],['Beverley Cross'],"['Harry Hamlin ', 'Laurence Olivier ', 'Judi Bowker ', 'Claire Bloom ', 'Maggie Smith ']",68,70
203,Trolls,"['Mike Mitchell', ' Walt Dohrn']","['Jonathan Aibel', ' Glenn Berger']","['Anna Kendrick ', 'Justin Timberlake ', 'Gwen Stefani ', 'Zooey Deschanel ', 'Christopher Mintz-Plasse ']",76,67
204,Godzilla,['Roland Emmerich'],"['Dean Devlin', ' Roland Emmerich']","['Jean Reno ', 'Matthew Broderick ', 'Maria Pitillo ', 'Hank Azaria ', 'Arabella Field ']",16,28
205,The Bourne Legacy,['Tony Gilroy'],"['Tony Gilroy', ' Dan Gilroy']","['Jeremy Renner ', 'Edward Norton ', 'Rachel Weisz ', 'Joan Allen ', 'Albert Finney ']",55,58
206,Total Recall,['Written By:Gary Goldman'],"['In Theaters:Jun 1', ' 1990\xa0wide']","['Robert Picardo ', 'Chuck Sloan ', 'Dave Nicolson ', 'Anne LockhartKamala LopezMorgan LoftingJoe UngerRoxy MusicView All ']",81,78
207,How the Grinch Stole Christmas,['Ron Howard'],"['Jeffrey Price', ' Peter S. Seaman', ' Dave Mandel', ' Jeff Schaffer', ' Alec Berg', ' David Mandel']","['Taylor Momsen ', 'Jeffrey Tambor ', 'Bill Irwin ', 'Jeremy Howard ', 'Kelley ']",50,56
208,Mission: Impossible 2,['John Woo'],"['William Goldman', ' John Logan', ' David Marconi', ' Michael Tolkin', ' Robert Towne', ' Rick Berman']","['Tom Cruise ', 'Dougray Scott ', 'Thandie Newton ', 'Ving Rhames ', 'Richard Roxburgh ']",57,42
209,The Perfect Storm,['Wolfgang Petersen'],"['William D. Wittliff', ' Bo Goldman']","['George Clooney ', 'Mark Wahlberg ', 'Diane Lane ', 'Karen Allen ', 'William Fichtner ']",47,64
210,Jason Bourne,['Paul Greengrass'],"['Christopher Rouse', ' Paul Greengrass']","['Matt Damon ', 'Tommy Lee Jones ', 'Alicia Vikander ', 'Vincent Cassel ', 'Julia Stiles ']",54,55
211,Life of Pi,['Ang Lee'],['David Magee'],"['Suraj Sharma ', 'Irrfan Khan ', 'Tabu ', 'Gérard Depardieu ', 'Adil Hussain ']",87,84
212,Ghost Rider,['Mark Steven Johnson'],"['Mark Steven Johnson', ' Shane Salerno']","['Nicolas Cage ', 'Eva Mendes ', 'Wes Bentley ', 'Sam Elliott ', 'Peter Fonda ']",26,48
213,Stuart Little 2,['Rob Minkoff'],"['E B White', ' Bruce Joel Rubin']","['Michael J. Fox ', 'Geena Davis ', 'Hugh Laurie ', 'Nathan Lane ', 'Jonathan Lipnicki ']",81,41
214,RoboCop,['José Padilha'],"['Ed Neumeier', ' Michael Miner', ' Nick Schenk', ' José Padilha', ' Joshua Zetumer', ' Edward Neumeier']","['Joel Kinnaman ', '', '', '', '']",48,49
215,The Fantastic Four,['Josh Trank '],"['Jack Kirby', ' Stan Lee', ' Jeremy Slater', ' Simon Kinberg', ' Josh Trank ']","['Michael B. Jordan ', 'Kate Mara ', 'Miles Teller ', 'Jamie Bell ', 'Toby Kebbell ']",9,18
216,Speed Racer,"['Lilly Wachowski', ' Lana Wachowski']","['Lilly Wachowski', ' Lana Wachowski']","['Emile Hirsch ', 'Matthew Fox ', 'Susan Sarandon ', 'John Goodman ', 'Ji Moon JungChristina Ricci ']",40,60
217,How Do You Know?,"['James L. Brooks', ' James A. Brooks']",['James L. Brooks'],"['Reese Witherspoon ', 'Paul Rudd ', 'Owen Wilson ', 'Jack Nicholson ', 'Kathryn Hahn ']",31,25
218,Knight and Day,['James Mangold'],"['James Mangold', ' Scott Frank', ' Laeta Kalogridis', "" Patrick O'Neill""]","['Tom Cruise ', 'Cameron Diaz ', 'Peter Sarsgaard ', 'Viola Davis ', 'Marc Blucas ']",52,49
219,"Monsters, Inc.","['Pete Docter', ' David Silverman', ' Lee Unkrich']","['Andrew Stanton', ' Daniel Gerson']","['John Goodman ', 'Billy Crystal ', 'Mary Gibbs ', 'Steve Buscemi ', 'James Coburn ']",96,90
220,Windtalkers,['John Woo'],"['Joe Batteer', ' John Rice']","['Nicolas Cage ', 'Adam Beach ', 'Peter Stormare ', 'Noah Emmerich ', 'Christian Slater ']",33,50
221,Ferdinand,['Carlos Saldanha'],"['Robert L. Baird', ' Tim Federle', ' Brad Copeland']","['John Cena ', 'Kate McKinnon ', 'Gina Rodriguez ', 'Daveed Diggs ', 'Gabriel Iglesias ']",71,51
222,Deadpool 2,['David Leitch'],"['Rhett Reese', ' Paul Wernick', ' Ryan Reynolds']","['Ryan Reynolds ', 'Josh Brolin ', 'Morena Baccarin ', 'Julian Dennison ', 'Zazie Beetz ']",84,85
223,Night at the Museum,['Shawn Levy'],"['Milan Trenc', ' Robert Ben Garant', ' Thomas Lennon']","['Ben Stiller ', 'Carla Gugino ', 'Ricky Gervais ', 'Robin Williams ', 'Dick Van Dyke ']",43,67
224,Mr. and Mrs. Smith,['Doug Liman'],['Simon Kinberg'],"['Brad Pitt ', 'Angelina Jolie ', 'Vince Vaughn ', 'Adam Brody ', 'Kerry Washington ']",60,58
225,San Andreas,['Brad Peyton'],"['Jeremy Passmore', ' Chad Hayes', ' Carlton Cuse', ' Carey Hayes', ' Brad Peyton']","['Dwayne Johnson ', 'Carla Gugino ', 'Alexandra Daddario ', 'Paul Giamatti ', 'Ioan Gruffudd ']",50,52
226,The Smurfs,['Raja Gosnell'],"['J. David Stem', ' David N. Weiss', ' Jay Scherick', ' David Ronn']","['Neil Patrick Harris ', 'Sofía Vergara ', 'Jayma Mays ', 'Tim Gunn ', 'Jonathan Winters ']",21,44
227,Live Free or Die Hard,['Len Wiseman'],"['Len Wiseman', ' Mark Bomback', ' David Marconi', ' Roderick Thorp']","['Bruce Willis ', 'Timothy Olyphant ', 'Justin Long ', 'Maggie Q ', 'Cliff Curtis ']",82,86
228,The Divergent Series: Insurgent,['Robert Schwentke'],"['Akiva Goldsman', ' Brian Duffield', ' Robert Schwentke', ' Mark Bomback']","['Shailene Woodley ', 'Theo James ', 'Daniel Dae Kim ', 'Jonny Weston ', 'Suki Waterhouse ']",28,58
229,Tomorrow Never Dies,['Roger Spottiswoode'],"['Bruce Feirstein', ' Jonathan P.B. Taylor']","['Pierce Brosnan ', 'Jonathan Pryce ', 'Michelle Yeoh ', 'Don BakerTeri Hatcher ', 'Joe Don Baker ']",57,53
230,The Patriot,['Ernst Lubitsch'],"['Hanns Kräly', ' Julian Johnson']","['Emil Jannings ', 'Florence Vidor ', 'Lewis Stone ', 'Neil Hamilton ', 'Vera Voronina ']",100,62
231,300: Rise of an Empire,['Noam Murro'],"['Noam Murro', ' Zack Snyder', ' Kurt Johnstad']","['Sullivan Stapleton ', 'Eva Green ', 'Lena Headey ', 'Rodrigo Santoro ', 'David Wenham ']",44,51
